experiment	timestamp	score	best_score	kept	mutations	params
567	2026-03-29T17:00:56.486847	67.0706	68.4369	False	hop1_score_boost: 0.1 -> 0.1837; keyword_min_score: 0.1 -> 0.1	{"keyword_prefix_match_len": 5, "keyword_min_score": 0.1, "keyword_max_results": 0, "traverse_seed_limit": 10, "traverse_hop1_limit": 20, "traverse_hop2_limit": 10, "traverse_default_hops": 2, "traverse_min_edge_score": 0.0, "hop1_score_boost": 0.1837, "hop2_score_boost": 0.05, "dedup_strategy": "keep_highest", "max_total_results": 50}
568	2026-03-29T17:00:56.574176	67.2949	68.4369	False	hop1_score_boost: 0.1 -> 0.1516; traverse_hop1_limit: 20 -> 20; traverse_min_edge_score: 0.0 -> 0.139	{"keyword_prefix_match_len": 5, "keyword_min_score": 0.1, "keyword_max_results": 0, "traverse_seed_limit": 10, "traverse_hop1_limit": 20, "traverse_hop2_limit": 10, "traverse_default_hops": 2, "traverse_min_edge_score": 0.139, "hop1_score_boost": 0.1516, "hop2_score_boost": 0.05, "dedup_strategy": "keep_highest", "max_total_results": 50}
569	2026-03-29T17:00:56.662244	63.2873	68.4369	False	max_total_results: 50 -> 200; keyword_prefix_match_len: 5 -> 4; traverse_min_edge_score: 0.0 -> 0.0	{"keyword_prefix_match_len": 4, "keyword_min_score": 0.1, "keyword_max_results": 0, "traverse_seed_limit": 10, "traverse_hop1_limit": 20, "traverse_hop2_limit": 10, "traverse_default_hops": 2, "traverse_min_edge_score": 0.0, "hop1_score_boost": 0.1, "hop2_score_boost": 0.05, "dedup_strategy": "keep_highest", "max_total_results": 200}
570	2026-03-29T17:00:56.746436	66.4552	68.4369	False	traverse_hop2_limit: 10 -> 10; hop1_score_boost: 0.1 -> 0.3454; traverse_min_edge_score: 0.0 -> 0.0491	{"keyword_prefix_match_len": 5, "keyword_min_score": 0.1, "keyword_max_results": 0, "traverse_seed_limit": 10, "traverse_hop1_limit": 20, "traverse_hop2_limit": 10, "traverse_default_hops": 2, "traverse_min_edge_score": 0.0491, "hop1_score_boost": 0.3454, "hop2_score_boost": 0.05, "dedup_strategy": "keep_highest", "max_total_results": 50}
571	2026-03-29T17:00:56.845632	68.1133	68.4369	False	traverse_default_hops: 2 -> 2; traverse_seed_limit: 10 -> 20	{"keyword_prefix_match_len": 5, "keyword_min_score": 0.1, "keyword_max_results": 0, "traverse_seed_limit": 20, "traverse_hop1_limit": 20, "traverse_hop2_limit": 10, "traverse_default_hops": 2, "traverse_min_edge_score": 0.0, "hop1_score_boost": 0.1, "hop2_score_boost": 0.05, "dedup_strategy": "keep_highest", "max_total_results": 50}
572	2026-03-29T17:00:56.930957	68.1379	68.4369	False	max_total_results: 50 -> 50; traverse_hop2_limit: 10 -> 30; keyword_max_results: 0 -> 0	{"keyword_prefix_match_len": 5, "keyword_min_score": 0.1, "keyword_max_results": 0, "traverse_seed_limit": 10, "traverse_hop1_limit": 20, "traverse_hop2_limit": 30, "traverse_default_hops": 2, "traverse_min_edge_score": 0.0, "hop1_score_boost": 0.1, "hop2_score_boost": 0.05, "dedup_strategy": "keep_highest", "max_total_results": 50}
573	2026-03-29T17:00:57.015109	68.1379	68.4369	False	traverse_hop2_limit: 10 -> 30	{"keyword_prefix_match_len": 5, "keyword_min_score": 0.1, "keyword_max_results": 0, "traverse_seed_limit": 10, "traverse_hop1_limit": 20, "traverse_hop2_limit": 30, "traverse_default_hops": 2, "traverse_min_edge_score": 0.0, "hop1_score_boost": 0.1, "hop2_score_boost": 0.05, "dedup_strategy": "keep_highest", "max_total_results": 50}
574	2026-03-29T17:00:57.096768	54.7103	68.4369	False	keyword_max_results: 0 -> 60	{"keyword_prefix_match_len": 5, "keyword_min_score": 0.1, "keyword_max_results": 60, "traverse_seed_limit": 10, "traverse_hop1_limit": 20, "traverse_hop2_limit": 10, "traverse_default_hops": 2, "traverse_min_edge_score": 0.0, "hop1_score_boost": 0.1, "hop2_score_boost": 0.05, "dedup_strategy": "keep_highest", "max_total_results": 50}
575	2026-03-29T17:00:57.210306	66.7252	68.4369	False	hop2_score_boost: 0.05 -> 0.0772; traverse_hop1_limit: 20 -> 50; traverse_min_edge_score: 0.0 -> 0.0	{"keyword_prefix_match_len": 5, "keyword_min_score": 0.1, "keyword_max_results": 0, "traverse_seed_limit": 10, "traverse_hop1_limit": 50, "traverse_hop2_limit": 10, "traverse_default_hops": 2, "traverse_min_edge_score": 0.0, "hop1_score_boost": 0.1, "hop2_score_boost": 0.0772, "dedup_strategy": "keep_highest", "max_total_results": 50}
576	2026-03-29T17:00:57.292845	66.2416	68.4369	False	hop1_score_boost: 0.1 -> 0.3627; keyword_max_results: 0 -> 0	{"keyword_prefix_match_len": 5, "keyword_min_score": 0.1, "keyword_max_results": 0, "traverse_seed_limit": 10, "traverse_hop1_limit": 20, "traverse_hop2_limit": 10, "traverse_default_hops": 2, "traverse_min_edge_score": 0.0, "hop1_score_boost": 0.3627, "hop2_score_boost": 0.05, "dedup_strategy": "keep_highest", "max_total_results": 50}
577	2026-03-29T17:00:57.375333	68.0312	68.4369	False	hop2_score_boost: 0.05 -> 0.1314	{"keyword_prefix_match_len": 5, "keyword_min_score": 0.1, "keyword_max_results": 0, "traverse_seed_limit": 10, "traverse_hop1_limit": 20, "traverse_hop2_limit": 10, "traverse_default_hops": 2, "traverse_min_edge_score": 0.0, "hop1_score_boost": 0.1, "hop2_score_boost": 0.1314, "dedup_strategy": "keep_highest", "max_total_results": 50}
578	2026-03-29T17:00:57.457313	68.4369	68.4369	False	traverse_hop2_limit: 10 -> 10; traverse_min_edge_score: 0.0 -> 0.0325; traverse_seed_limit: 10 -> 10	{"keyword_prefix_match_len": 5, "keyword_min_score": 0.1, "keyword_max_results": 0, "traverse_seed_limit": 10, "traverse_hop1_limit": 20, "traverse_hop2_limit": 10, "traverse_default_hops": 2, "traverse_min_edge_score": 0.0325, "hop1_score_boost": 0.1, "hop2_score_boost": 0.05, "dedup_strategy": "keep_highest", "max_total_results": 50}
579	2026-03-29T17:00:57.538929	68.0312	68.4369	False	hop2_score_boost: 0.05 -> 0.1337; traverse_default_hops: 2 -> 2; traverse_hop1_limit: 20 -> 20	{"keyword_prefix_match_len": 5, "keyword_min_score": 0.1, "keyword_max_results": 0, "traverse_seed_limit": 10, "traverse_hop1_limit": 20, "traverse_hop2_limit": 10, "traverse_default_hops": 2, "traverse_min_edge_score": 0.0, "hop1_score_boost": 0.1, "hop2_score_boost": 0.1337, "dedup_strategy": "keep_highest", "max_total_results": 50}
580	2026-03-29T17:00:57.620980	67.3043	68.4369	False	max_total_results: 50 -> 100; traverse_seed_limit: 10 -> 10	{"keyword_prefix_match_len": 5, "keyword_min_score": 0.1, "keyword_max_results": 0, "traverse_seed_limit": 10, "traverse_hop1_limit": 20, "traverse_hop2_limit": 10, "traverse_default_hops": 2, "traverse_min_edge_score": 0.0, "hop1_score_boost": 0.1, "hop2_score_boost": 0.05, "dedup_strategy": "keep_highest", "max_total_results": 100}
581	2026-03-29T17:00:57.736573	66.1450	68.4369	False	traverse_seed_limit: 10 -> 40	{"keyword_prefix_match_len": 5, "keyword_min_score": 0.1, "keyword_max_results": 0, "traverse_seed_limit": 40, "traverse_hop1_limit": 20, "traverse_hop2_limit": 10, "traverse_default_hops": 2, "traverse_min_edge_score": 0.0, "hop1_score_boost": 0.1, "hop2_score_boost": 0.05, "dedup_strategy": "keep_highest", "max_total_results": 50}
582	2026-03-29T17:00:57.819193	45.3711	68.4369	False	traverse_hop2_limit: 10 -> 40; keyword_max_results: 0 -> 20	{"keyword_prefix_match_len": 5, "keyword_min_score": 0.1, "keyword_max_results": 20, "traverse_seed_limit": 10, "traverse_hop1_limit": 20, "traverse_hop2_limit": 40, "traverse_default_hops": 2, "traverse_min_edge_score": 0.0, "hop1_score_boost": 0.1, "hop2_score_boost": 0.05, "dedup_strategy": "keep_highest", "max_total_results": 50}
583	2026-03-29T17:00:57.901028	60.6183	68.4369	False	keyword_prefix_match_len: 5 -> 7	{"keyword_prefix_match_len": 7, "keyword_min_score": 0.1, "keyword_max_results": 0, "traverse_seed_limit": 10, "traverse_hop1_limit": 20, "traverse_hop2_limit": 10, "traverse_default_hops": 2, "traverse_min_edge_score": 0.0, "hop1_score_boost": 0.1, "hop2_score_boost": 0.05, "dedup_strategy": "keep_highest", "max_total_results": 50}
584	2026-03-29T17:00:58.010020	65.6889	68.4369	False	traverse_hop1_limit: 20 -> 40; traverse_hop2_limit: 10 -> 40	{"keyword_prefix_match_len": 5, "keyword_min_score": 0.1, "keyword_max_results": 0, "traverse_seed_limit": 10, "traverse_hop1_limit": 40, "traverse_hop2_limit": 40, "traverse_default_hops": 2, "traverse_min_edge_score": 0.0, "hop1_score_boost": 0.1, "hop2_score_boost": 0.05, "dedup_strategy": "keep_highest", "max_total_results": 50}
585	2026-03-29T17:00:58.094680	68.0062	68.4369	False	traverse_min_edge_score: 0.0 -> 0.0; max_total_results: 50 -> 50; hop2_score_boost: 0.05 -> 0.168	{"keyword_prefix_match_len": 5, "keyword_min_score": 0.1, "keyword_max_results": 0, "traverse_seed_limit": 10, "traverse_hop1_limit": 20, "traverse_hop2_limit": 10, "traverse_default_hops": 2, "traverse_min_edge_score": 0.0, "hop1_score_boost": 0.1, "hop2_score_boost": 0.168, "dedup_strategy": "keep_highest", "max_total_results": 50}
586	2026-03-29T17:00:58.175797	60.6183	68.4369	False	keyword_min_score: 0.1 -> 0.1; keyword_prefix_match_len: 5 -> 7	{"keyword_prefix_match_len": 7, "keyword_min_score": 0.1, "keyword_max_results": 0, "traverse_seed_limit": 10, "traverse_hop1_limit": 20, "traverse_hop2_limit": 10, "traverse_default_hops": 2, "traverse_min_edge_score": 0.0, "hop1_score_boost": 0.1, "hop2_score_boost": 0.05, "dedup_strategy": "keep_highest", "max_total_results": 50}
587	2026-03-29T17:00:58.260666	66.7939	68.4369	False	max_total_results: 50 -> 150	{"keyword_prefix_match_len": 5, "keyword_min_score": 0.1, "keyword_max_results": 0, "traverse_seed_limit": 10, "traverse_hop1_limit": 20, "traverse_hop2_limit": 10, "traverse_default_hops": 2, "traverse_min_edge_score": 0.0, "hop1_score_boost": 0.1, "hop2_score_boost": 0.05, "dedup_strategy": "keep_highest", "max_total_results": 150}
588	2026-03-29T17:00:58.344780	67.9651	68.4369	False	traverse_seed_limit: 10 -> 10; traverse_hop2_limit: 10 -> 20	{"keyword_prefix_match_len": 5, "keyword_min_score": 0.1, "keyword_max_results": 0, "traverse_seed_limit": 10, "traverse_hop1_limit": 20, "traverse_hop2_limit": 20, "traverse_default_hops": 2, "traverse_min_edge_score": 0.0, "hop1_score_boost": 0.1, "hop2_score_boost": 0.05, "dedup_strategy": "keep_highest", "max_total_results": 50}
589	2026-03-29T17:00:58.445158	68.1133	68.4369	False	traverse_seed_limit: 10 -> 20; keyword_min_score: 0.1 -> 0.1	{"keyword_prefix_match_len": 5, "keyword_min_score": 0.1, "keyword_max_results": 0, "traverse_seed_limit": 20, "traverse_hop1_limit": 20, "traverse_hop2_limit": 10, "traverse_default_hops": 2, "traverse_min_edge_score": 0.0, "hop1_score_boost": 0.1, "hop2_score_boost": 0.05, "dedup_strategy": "keep_highest", "max_total_results": 50}
590	2026-03-29T17:00:58.529407	68.4137	68.4369	False	traverse_min_edge_score: 0.0 -> 0.0566; keyword_min_score: 0.1 -> 0.0729	{"keyword_prefix_match_len": 5, "keyword_min_score": 0.0729, "keyword_max_results": 0, "traverse_seed_limit": 10, "traverse_hop1_limit": 20, "traverse_hop2_limit": 10, "traverse_default_hops": 2, "traverse_min_edge_score": 0.0566, "hop1_score_boost": 0.1, "hop2_score_boost": 0.05, "dedup_strategy": "keep_highest", "max_total_results": 50}
591	2026-03-29T17:00:58.580820	67.4277	68.4369	False	traverse_default_hops: 2 -> 1; keyword_max_results: 0 -> 0	{"keyword_prefix_match_len": 5, "keyword_min_score": 0.1, "keyword_max_results": 0, "traverse_seed_limit": 10, "traverse_hop1_limit": 20, "traverse_hop2_limit": 10, "traverse_default_hops": 1, "traverse_min_edge_score": 0.0, "hop1_score_boost": 0.1, "hop2_score_boost": 0.05, "dedup_strategy": "keep_highest", "max_total_results": 50}
592	2026-03-29T17:00:58.662049	62.4160	68.4369	False	keyword_prefix_match_len: 5 -> 6; traverse_min_edge_score: 0.0 -> 0.0	{"keyword_prefix_match_len": 6, "keyword_min_score": 0.1, "keyword_max_results": 0, "traverse_seed_limit": 10, "traverse_hop1_limit": 20, "traverse_hop2_limit": 10, "traverse_default_hops": 2, "traverse_min_edge_score": 0.0, "hop1_score_boost": 0.1, "hop2_score_boost": 0.05, "dedup_strategy": "keep_highest", "max_total_results": 50}
593	2026-03-29T17:00:58.745065	54.4029	68.4369	False	traverse_hop2_limit: 10 -> 20; keyword_min_score: 0.1 -> 0.1; keyword_max_results: 0 -> 60	{"keyword_prefix_match_len": 5, "keyword_min_score": 0.1, "keyword_max_results": 60, "traverse_seed_limit": 10, "traverse_hop1_limit": 20, "traverse_hop2_limit": 20, "traverse_default_hops": 2, "traverse_min_edge_score": 0.0, "hop1_score_boost": 0.1, "hop2_score_boost": 0.05, "dedup_strategy": "keep_highest", "max_total_results": 50}
594	2026-03-29T17:00:58.859865	65.4316	68.4369	False	max_total_results: 50 -> 50; traverse_seed_limit: 10 -> 40; traverse_hop2_limit: 10 -> 30	{"keyword_prefix_match_len": 5, "keyword_min_score": 0.1, "keyword_max_results": 0, "traverse_seed_limit": 40, "traverse_hop1_limit": 20, "traverse_hop2_limit": 30, "traverse_default_hops": 2, "traverse_min_edge_score": 0.0, "hop1_score_boost": 0.1, "hop2_score_boost": 0.05, "dedup_strategy": "keep_highest", "max_total_results": 50}
595	2026-03-29T17:00:58.957027	67.8904	68.4369	False	hop2_score_boost: 0.05 -> 0.05; traverse_hop2_limit: 10 -> 20; traverse_hop1_limit: 20 -> 30	{"keyword_prefix_match_len": 5, "keyword_min_score": 0.1, "keyword_max_results": 0, "traverse_seed_limit": 10, "traverse_hop1_limit": 30, "traverse_hop2_limit": 20, "traverse_default_hops": 2, "traverse_min_edge_score": 0.0, "hop1_score_boost": 0.1, "hop2_score_boost": 0.05, "dedup_strategy": "keep_highest", "max_total_results": 50}
596	2026-03-29T17:00:59.072741	66.0051	68.4369	False	traverse_seed_limit: 10 -> 10; traverse_hop1_limit: 20 -> 50; hop1_score_boost: 0.1 -> 0.182	{"keyword_prefix_match_len": 5, "keyword_min_score": 0.1, "keyword_max_results": 0, "traverse_seed_limit": 10, "traverse_hop1_limit": 50, "traverse_hop2_limit": 10, "traverse_default_hops": 2, "traverse_min_edge_score": 0.0, "hop1_score_boost": 0.182, "hop2_score_boost": 0.05, "dedup_strategy": "keep_highest", "max_total_results": 50}
597	2026-03-29T17:00:59.125190	67.4277	68.4369	False	traverse_min_edge_score: 0.0 -> 0.0; traverse_default_hops: 2 -> 1	{"keyword_prefix_match_len": 5, "keyword_min_score": 0.1, "keyword_max_results": 0, "traverse_seed_limit": 10, "traverse_hop1_limit": 20, "traverse_hop2_limit": 10, "traverse_default_hops": 1, "traverse_min_edge_score": 0.0, "hop1_score_boost": 0.1, "hop2_score_boost": 0.05, "dedup_strategy": "keep_highest", "max_total_results": 50}
598	2026-03-29T17:00:59.240266	66.1450	68.4369	False	traverse_seed_limit: 10 -> 40	{"keyword_prefix_match_len": 5, "keyword_min_score": 0.1, "keyword_max_results": 0, "traverse_seed_limit": 40, "traverse_hop1_limit": 20, "traverse_hop2_limit": 10, "traverse_default_hops": 2, "traverse_min_edge_score": 0.0, "hop1_score_boost": 0.1, "hop2_score_boost": 0.05, "dedup_strategy": "keep_highest", "max_total_results": 50}
599	2026-03-29T17:00:59.334147	68.1837	68.4369	False	traverse_hop1_limit: 20 -> 30	{"keyword_prefix_match_len": 5, "keyword_min_score": 0.1, "keyword_max_results": 0, "traverse_seed_limit": 10, "traverse_hop1_limit": 30, "traverse_hop2_limit": 10, "traverse_default_hops": 2, "traverse_min_edge_score": 0.0, "hop1_score_boost": 0.1, "hop2_score_boost": 0.05, "dedup_strategy": "keep_highest", "max_total_results": 50}
600	2026-03-29T17:00:59.415087	54.7103	68.4369	False	keyword_max_results: 0 -> 60; traverse_min_edge_score: 0.0 -> 0.0401	{"keyword_prefix_match_len": 5, "keyword_min_score": 0.1, "keyword_max_results": 60, "traverse_seed_limit": 10, "traverse_hop1_limit": 20, "traverse_hop2_limit": 10, "traverse_default_hops": 2, "traverse_min_edge_score": 0.0401, "hop1_score_boost": 0.1, "hop2_score_boost": 0.05, "dedup_strategy": "keep_highest", "max_total_results": 50}
601	2026-03-29T17:00:59.499818	66.4761	68.4369	False	max_total_results: 50 -> 200	{"keyword_prefix_match_len": 5, "keyword_min_score": 0.1, "keyword_max_results": 0, "traverse_seed_limit": 10, "traverse_hop1_limit": 20, "traverse_hop2_limit": 10, "traverse_default_hops": 2, "traverse_min_edge_score": 0.0, "hop1_score_boost": 0.1, "hop2_score_boost": 0.05, "dedup_strategy": "keep_highest", "max_total_results": 200}
602	2026-03-29T17:00:59.583088	68.1300	68.4369	False	traverse_hop2_limit: 10 -> 10; hop2_score_boost: 0.05 -> 0.1007	{"keyword_prefix_match_len": 5, "keyword_min_score": 0.1, "keyword_max_results": 0, "traverse_seed_limit": 10, "traverse_hop1_limit": 20, "traverse_hop2_limit": 10, "traverse_default_hops": 2, "traverse_min_edge_score": 0.0, "hop1_score_boost": 0.1, "hop2_score_boost": 0.1007, "dedup_strategy": "keep_highest", "max_total_results": 50}
603	2026-03-29T17:00:59.667440	64.4317	68.4369	False	keyword_min_score: 0.1 -> 0.1; max_total_results: 50 -> 200; traverse_hop2_limit: 10 -> 30	{"keyword_prefix_match_len": 5, "keyword_min_score": 0.1, "keyword_max_results": 0, "traverse_seed_limit": 10, "traverse_hop1_limit": 20, "traverse_hop2_limit": 30, "traverse_default_hops": 2, "traverse_min_edge_score": 0.0, "hop1_score_boost": 0.1, "hop2_score_boost": 0.05, "dedup_strategy": "keep_highest", "max_total_results": 200}
604	2026-03-29T17:00:59.750576	68.0062	68.4369	False	hop2_score_boost: 0.05 -> 0.1706; keyword_min_score: 0.1 -> 0.081	{"keyword_prefix_match_len": 5, "keyword_min_score": 0.081, "keyword_max_results": 0, "traverse_seed_limit": 10, "traverse_hop1_limit": 20, "traverse_hop2_limit": 10, "traverse_default_hops": 2, "traverse_min_edge_score": 0.0, "hop1_score_boost": 0.1, "hop2_score_boost": 0.1706, "dedup_strategy": "keep_highest", "max_total_results": 50}
605	2026-03-29T17:00:59.835229	68.4369	68.4369	False	hop2_score_boost: 0.05 -> 0.05; traverse_min_edge_score: 0.0 -> 0.0; traverse_hop1_limit: 20 -> 20	{"keyword_prefix_match_len": 5, "keyword_min_score": 0.1, "keyword_max_results": 0, "traverse_seed_limit": 10, "traverse_hop1_limit": 20, "traverse_hop2_limit": 10, "traverse_default_hops": 2, "traverse_min_edge_score": 0.0, "hop1_score_boost": 0.1, "hop2_score_boost": 0.05, "dedup_strategy": "keep_highest", "max_total_results": 50}
606	2026-03-29T17:00:59.921482	68.1300	68.4369	False	keyword_min_score: 0.1 -> 0.0885; hop2_score_boost: 0.05 -> 0.105	{"keyword_prefix_match_len": 5, "keyword_min_score": 0.0885, "keyword_max_results": 0, "traverse_seed_limit": 10, "traverse_hop1_limit": 20, "traverse_hop2_limit": 10, "traverse_default_hops": 2, "traverse_min_edge_score": 0.0, "hop1_score_boost": 0.1, "hop2_score_boost": 0.105, "dedup_strategy": "keep_highest", "max_total_results": 50}
607	2026-03-29T17:01:00.003479	60.6183	68.4369	False	traverse_hop2_limit: 10 -> 10; keyword_prefix_match_len: 5 -> 7; traverse_seed_limit: 10 -> 10	{"keyword_prefix_match_len": 7, "keyword_min_score": 0.1, "keyword_max_results": 0, "traverse_seed_limit": 10, "traverse_hop1_limit": 20, "traverse_hop2_limit": 10, "traverse_default_hops": 2, "traverse_min_edge_score": 0.0, "hop1_score_boost": 0.1, "hop2_score_boost": 0.05, "dedup_strategy": "keep_highest", "max_total_results": 50}
608	2026-03-29T17:01:00.100522	68.1837	68.4369	False	hop2_score_boost: 0.05 -> 0.05; traverse_hop1_limit: 20 -> 30	{"keyword_prefix_match_len": 5, "keyword_min_score": 0.1, "keyword_max_results": 0, "traverse_seed_limit": 10, "traverse_hop1_limit": 30, "traverse_hop2_limit": 10, "traverse_default_hops": 2, "traverse_min_edge_score": 0.0, "hop1_score_boost": 0.1, "hop2_score_boost": 0.05, "dedup_strategy": "keep_highest", "max_total_results": 50}
609	2026-03-29T17:01:00.185653	64.4786	68.4369	False	traverse_min_edge_score: 0.0 -> 0.0; keyword_prefix_match_len: 5 -> 4	{"keyword_prefix_match_len": 4, "keyword_min_score": 0.1, "keyword_max_results": 0, "traverse_seed_limit": 10, "traverse_hop1_limit": 20, "traverse_hop2_limit": 10, "traverse_default_hops": 2, "traverse_min_edge_score": 0.0, "hop1_score_boost": 0.1, "hop2_score_boost": 0.05, "dedup_strategy": "keep_highest", "max_total_results": 50}
610	2026-03-29T17:01:00.269482	67.0706	68.4369	False	traverse_default_hops: 2 -> 2; hop1_score_boost: 0.1 -> 0.1818	{"keyword_prefix_match_len": 5, "keyword_min_score": 0.1, "keyword_max_results": 0, "traverse_seed_limit": 10, "traverse_hop1_limit": 20, "traverse_hop2_limit": 10, "traverse_default_hops": 2, "traverse_min_edge_score": 0.0, "hop1_score_boost": 0.1818, "hop2_score_boost": 0.05, "dedup_strategy": "keep_highest", "max_total_results": 50}
611	2026-03-29T17:01:00.321851	67.4277	68.4369	False	traverse_default_hops: 2 -> 1; traverse_hop2_limit: 10 -> 30	{"keyword_prefix_match_len": 5, "keyword_min_score": 0.1, "keyword_max_results": 0, "traverse_seed_limit": 10, "traverse_hop1_limit": 20, "traverse_hop2_limit": 30, "traverse_default_hops": 1, "traverse_min_edge_score": 0.0, "hop1_score_boost": 0.1, "hop2_score_boost": 0.05, "dedup_strategy": "keep_highest", "max_total_results": 50}
612	2026-03-29T17:01:00.430593	67.3092	68.4369	False	traverse_hop2_limit: 10 -> 20; hop1_score_boost: 0.1 -> 0.1; traverse_seed_limit: 10 -> 30	{"keyword_prefix_match_len": 5, "keyword_min_score": 0.1, "keyword_max_results": 0, "traverse_seed_limit": 30, "traverse_hop1_limit": 20, "traverse_hop2_limit": 20, "traverse_default_hops": 2, "traverse_min_edge_score": 0.0, "hop1_score_boost": 0.1, "hop2_score_boost": 0.05, "dedup_strategy": "keep_highest", "max_total_results": 50}
613	2026-03-29T17:01:00.516248	67.1128	68.4369	False	max_total_results: 50 -> 50; hop1_score_boost: 0.1 -> 0.166	{"keyword_prefix_match_len": 5, "keyword_min_score": 0.1, "keyword_max_results": 0, "traverse_seed_limit": 10, "traverse_hop1_limit": 20, "traverse_hop2_limit": 10, "traverse_default_hops": 2, "traverse_min_edge_score": 0.0, "hop1_score_boost": 0.166, "hop2_score_boost": 0.05, "dedup_strategy": "keep_highest", "max_total_results": 50}
614	2026-03-29T17:01:00.599627	68.0062	68.4369	False	traverse_hop1_limit: 20 -> 20; hop2_score_boost: 0.05 -> 0.1659; keyword_max_results: 0 -> 0	{"keyword_prefix_match_len": 5, "keyword_min_score": 0.1, "keyword_max_results": 0, "traverse_seed_limit": 10, "traverse_hop1_limit": 20, "traverse_hop2_limit": 10, "traverse_default_hops": 2, "traverse_min_edge_score": 0.0, "hop1_score_boost": 0.1, "hop2_score_boost": 0.1659, "dedup_strategy": "keep_highest", "max_total_results": 50}
615	2026-03-29T17:01:00.683288	68.4369	68.4369	False	traverse_min_edge_score: 0.0 -> 0.0; traverse_seed_limit: 10 -> 10; hop2_score_boost: 0.05 -> 0.05	{"keyword_prefix_match_len": 5, "keyword_min_score": 0.1, "keyword_max_results": 0, "traverse_seed_limit": 10, "traverse_hop1_limit": 20, "traverse_hop2_limit": 10, "traverse_default_hops": 2, "traverse_min_edge_score": 0.0, "hop1_score_boost": 0.1, "hop2_score_boost": 0.05, "dedup_strategy": "keep_highest", "max_total_results": 50}
616	2026-03-29T17:01:00.735247	67.4277	68.4369	False	traverse_default_hops: 2 -> 1	{"keyword_prefix_match_len": 5, "keyword_min_score": 0.1, "keyword_max_results": 0, "traverse_seed_limit": 10, "traverse_hop1_limit": 20, "traverse_hop2_limit": 10, "traverse_default_hops": 1, "traverse_min_edge_score": 0.0, "hop1_score_boost": 0.1, "hop2_score_boost": 0.05, "dedup_strategy": "keep_highest", "max_total_results": 50}
617	2026-03-29T17:01:00.817132	68.4137	68.4369	False	traverse_min_edge_score: 0.0 -> 0.1476; keyword_min_score: 0.1 -> 0.0764	{"keyword_prefix_match_len": 5, "keyword_min_score": 0.0764, "keyword_max_results": 0, "traverse_seed_limit": 10, "traverse_hop1_limit": 20, "traverse_hop2_limit": 10, "traverse_default_hops": 2, "traverse_min_edge_score": 0.1476, "hop1_score_boost": 0.1, "hop2_score_boost": 0.05, "dedup_strategy": "keep_highest", "max_total_results": 50}
618	2026-03-29T17:01:00.900349	67.3043	68.4369	False	max_total_results: 50 -> 100; hop2_score_boost: 0.05 -> 0.05	{"keyword_prefix_match_len": 5, "keyword_min_score": 0.1, "keyword_max_results": 0, "traverse_seed_limit": 10, "traverse_hop1_limit": 20, "traverse_hop2_limit": 10, "traverse_default_hops": 2, "traverse_min_edge_score": 0.0, "hop1_score_boost": 0.1, "hop2_score_boost": 0.05, "dedup_strategy": "keep_highest", "max_total_results": 100}
619	2026-03-29T17:01:00.983711	66.4761	68.4369	False	traverse_default_hops: 2 -> 2; max_total_results: 50 -> 200; keyword_max_results: 0 -> 0	{"keyword_prefix_match_len": 5, "keyword_min_score": 0.1, "keyword_max_results": 0, "traverse_seed_limit": 10, "traverse_hop1_limit": 20, "traverse_hop2_limit": 10, "traverse_default_hops": 2, "traverse_min_edge_score": 0.0, "hop1_score_boost": 0.1, "hop2_score_boost": 0.05, "dedup_strategy": "keep_highest", "max_total_results": 200}
620	2026-03-29T17:01:01.064119	62.4160	68.4369	False	keyword_prefix_match_len: 5 -> 6	{"keyword_prefix_match_len": 6, "keyword_min_score": 0.1, "keyword_max_results": 0, "traverse_seed_limit": 10, "traverse_hop1_limit": 20, "traverse_hop2_limit": 10, "traverse_default_hops": 2, "traverse_min_edge_score": 0.0, "hop1_score_boost": 0.1, "hop2_score_boost": 0.05, "dedup_strategy": "keep_highest", "max_total_results": 50}
621	2026-03-29T17:01:01.147193	67.3043	68.4369	False	traverse_seed_limit: 10 -> 10; max_total_results: 50 -> 100	{"keyword_prefix_match_len": 5, "keyword_min_score": 0.1, "keyword_max_results": 0, "traverse_seed_limit": 10, "traverse_hop1_limit": 20, "traverse_hop2_limit": 10, "traverse_default_hops": 2, "traverse_min_edge_score": 0.0, "hop1_score_boost": 0.1, "hop2_score_boost": 0.05, "dedup_strategy": "keep_highest", "max_total_results": 100}
622	2026-03-29T17:01:01.229857	68.4369	68.4369	False	keyword_min_score: 0.1 -> 0.0818	{"keyword_prefix_match_len": 5, "keyword_min_score": 0.0818, "keyword_max_results": 0, "traverse_seed_limit": 10, "traverse_hop1_limit": 20, "traverse_hop2_limit": 10, "traverse_default_hops": 2, "traverse_min_edge_score": 0.0, "hop1_score_boost": 0.1, "hop2_score_boost": 0.05, "dedup_strategy": "keep_highest", "max_total_results": 50}
