experiment	timestamp	score	best_score	kept	mutations	elapsed_sec	params
128	2026-03-29T11:53:55.718948	80.9954	81.0930	False	max_verse_freq: 125 -> 100; max_edges_per_verse: 28 -> 26	2.3	{"min_df": 2, "max_df": 250, "min_tfidf_score": 0.01, "max_features": 65000, "max_edges_per_verse": 26, "max_verse_freq": 100, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
129	2026-03-29T11:53:58.364853	79.5575	81.0930	False	min_tfidf_score: 0.01 -> 0.0242; edge_weight_method: geometric_mean -> min	2.6	{"min_df": 2, "max_df": 250, "min_tfidf_score": 0.0242, "max_features": 65000, "max_edges_per_verse": 28, "max_verse_freq": 125, "edge_weight_method": "min", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
130	2026-03-29T11:54:00.927656	77.7207	81.0930	False	max_edges_per_verse: 28 -> 24; min_df: 2 -> 1	2.6	{"min_df": 1, "max_df": 250, "min_tfidf_score": 0.01, "max_features": 65000, "max_edges_per_verse": 24, "max_verse_freq": 125, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
131	2026-03-29T11:54:03.813303	81.2993	81.2993	True	max_edges_per_verse: 28 -> 30	2.9	{"min_df": 2, "max_df": 250, "min_tfidf_score": 0.01, "max_features": 65000, "max_edges_per_verse": 30, "max_verse_freq": 125, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
132	2026-03-29T11:54:06.418115	74.5806	81.2993	False	edge_weight_method: geometric_mean -> harmonic_mean; norm: l2 -> l1	2.6	{"min_df": 2, "max_df": 250, "min_tfidf_score": 0.01, "max_features": 65000, "max_edges_per_verse": 30, "max_verse_freq": 125, "edge_weight_method": "harmonic_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l1"}
133	2026-03-29T11:54:08.888652	81.0930	81.2993	False	max_edges_per_verse: 30 -> 28	2.5	{"min_df": 2, "max_df": 250, "min_tfidf_score": 0.01, "max_features": 65000, "max_edges_per_verse": 28, "max_verse_freq": 125, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
134	2026-03-29T11:54:11.604046	81.0629	81.2993	False	max_verse_freq: 125 -> 150	2.7	{"min_df": 2, "max_df": 250, "min_tfidf_score": 0.01, "max_features": 65000, "max_edges_per_verse": 30, "max_verse_freq": 150, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
135	2026-03-29T11:54:14.315262	81.1325	81.2993	False	max_edges_per_verse: 30 -> 32	2.7	{"min_df": 2, "max_df": 250, "min_tfidf_score": 0.01, "max_features": 65000, "max_edges_per_verse": 32, "max_verse_freq": 125, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
136	2026-03-29T11:54:16.950145	81.1325	81.2993	False	max_edges_per_verse: 30 -> 32	2.6	{"min_df": 2, "max_df": 250, "min_tfidf_score": 0.01, "max_features": 65000, "max_edges_per_verse": 32, "max_verse_freq": 125, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
137	2026-03-29T11:54:19.311240	80.5677	81.2993	False	max_edges_per_verse: 30 -> 24; max_df: 250 -> 200	2.4	{"min_df": 2, "max_df": 200, "min_tfidf_score": 0.01, "max_features": 65000, "max_edges_per_verse": 24, "max_verse_freq": 125, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
138	2026-03-29T11:54:21.970073	80.8642	81.2993	False	max_edges_per_verse: 30 -> 28; max_verse_freq: 125 -> 150	2.7	{"min_df": 2, "max_df": 250, "min_tfidf_score": 0.01, "max_features": 65000, "max_edges_per_verse": 28, "max_verse_freq": 150, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
139	2026-03-29T11:54:24.226032	81.5102	81.5102	True	max_verse_freq: 125 -> 100	2.2	{"min_df": 2, "max_df": 250, "min_tfidf_score": 0.01, "max_features": 65000, "max_edges_per_verse": 30, "max_verse_freq": 100, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
140	2026-03-29T11:54:26.922686	81.2993	81.5102	False	max_verse_freq: 100 -> 125	2.7	{"min_df": 2, "max_df": 250, "min_tfidf_score": 0.01, "max_features": 65000, "max_edges_per_verse": 30, "max_verse_freq": 125, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
141	2026-03-29T11:54:28.882283	81.1637	81.5102	False	max_verse_freq: 100 -> 75	2.0	{"min_df": 2, "max_df": 250, "min_tfidf_score": 0.01, "max_features": 65000, "max_edges_per_verse": 30, "max_verse_freq": 75, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
142	2026-03-29T11:54:31.607613	81.1325	81.5102	False	max_edges_per_verse: 30 -> 32; max_verse_freq: 100 -> 125	2.7	{"min_df": 2, "max_df": 250, "min_tfidf_score": 0.01, "max_features": 65000, "max_edges_per_verse": 32, "max_verse_freq": 125, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
143	2026-03-29T11:54:33.952926	80.4468	81.5102	False	edge_weight_method: geometric_mean -> harmonic_mean	2.3	{"min_df": 2, "max_df": 250, "min_tfidf_score": 0.01, "max_features": 65000, "max_edges_per_verse": 30, "max_verse_freq": 100, "edge_weight_method": "harmonic_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
144	2026-03-29T11:54:36.512542	81.4681	81.5102	False	max_edges_per_verse: 30 -> 32	2.6	{"min_df": 2, "max_df": 250, "min_tfidf_score": 0.01, "max_features": 65000, "max_edges_per_verse": 32, "max_verse_freq": 100, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
145	2026-03-29T11:54:39.237311	81.2993	81.5102	False	max_verse_freq: 100 -> 125	2.7	{"min_df": 2, "max_df": 250, "min_tfidf_score": 0.01, "max_features": 65000, "max_edges_per_verse": 30, "max_verse_freq": 125, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
146	2026-03-29T11:54:41.673036	81.5102	81.5102	False	max_features: 65000 -> 60000	2.4	{"min_df": 2, "max_df": 250, "min_tfidf_score": 0.01, "max_features": 60000, "max_edges_per_verse": 30, "max_verse_freq": 100, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
147	2026-03-29T11:54:44.009882	80.3762	81.5102	False	edge_weight_method: geometric_mean -> min	2.3	{"min_df": 2, "max_df": 250, "min_tfidf_score": 0.01, "max_features": 65000, "max_edges_per_verse": 30, "max_verse_freq": 100, "edge_weight_method": "min", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
148	2026-03-29T11:54:46.480261	81.2993	81.5102	False	max_verse_freq: 100 -> 125	2.5	{"min_df": 2, "max_df": 250, "min_tfidf_score": 0.01, "max_features": 65000, "max_edges_per_verse": 30, "max_verse_freq": 125, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
149	2026-03-29T11:54:48.934388	81.5105	81.5105	True	lemma_verb_first: True -> False; max_features: 65000 -> 80000	2.4	{"min_df": 2, "max_df": 250, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 30, "max_verse_freq": 100, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": false, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
150	2026-03-29T11:54:51.347576	74.4546	81.5105	False	norm: l2 -> l1	2.4	{"min_df": 2, "max_df": 250, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 30, "max_verse_freq": 100, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": false, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l1"}
151	2026-03-29T11:54:53.686215	80.5021	81.5105	False	min_tfidf_score: 0.01 -> 0.0171	2.3	{"min_df": 2, "max_df": 250, "min_tfidf_score": 0.0171, "max_features": 80000, "max_edges_per_verse": 30, "max_verse_freq": 100, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": false, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
152	2026-03-29T11:54:56.343505	81.0763	81.5105	False	max_verse_freq: 100 -> 125; max_edges_per_verse: 30 -> 32	2.7	{"min_df": 2, "max_df": 250, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 32, "max_verse_freq": 125, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": false, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
153	2026-03-29T11:54:58.550744	79.2670	81.5105	False	sublinear_tf: True -> False; edge_weight_method: geometric_mean -> harmonic_mean	2.2	{"min_df": 2, "max_df": 250, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 30, "max_verse_freq": 100, "edge_weight_method": "harmonic_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": false, "sublinear_tf": false, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
154	2026-03-29T11:55:00.845429	81.3718	81.5105	False	max_edges_per_verse: 30 -> 28	2.3	{"min_df": 2, "max_df": 250, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 28, "max_verse_freq": 100, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": false, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
155	2026-03-29T11:55:02.795608	81.1141	81.5105	False	max_edges_per_verse: 30 -> 32; max_verse_freq: 100 -> 75	1.9	{"min_df": 2, "max_df": 250, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 32, "max_verse_freq": 75, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": false, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
156	2026-03-29T11:55:04.995766	74.4546	81.5105	False	norm: l2 -> l1	2.2	{"min_df": 2, "max_df": 250, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 30, "max_verse_freq": 100, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": false, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l1"}
157	2026-03-29T11:55:07.379817	81.4100	81.5105	False	max_edges_per_verse: 30 -> 32	2.4	{"min_df": 2, "max_df": 250, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 32, "max_verse_freq": 100, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": false, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
158	2026-03-29T11:55:09.471060	81.1221	81.5105	False	max_verse_freq: 100 -> 75	2.1	{"min_df": 2, "max_df": 250, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 30, "max_verse_freq": 75, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": false, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
159	2026-03-29T11:55:11.401007	81.1141	81.5105	False	max_verse_freq: 100 -> 75; max_edges_per_verse: 30 -> 32	1.9	{"min_df": 2, "max_df": 250, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 32, "max_verse_freq": 75, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": false, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
160	2026-03-29T11:55:13.700836	78.4334	81.5105	False	min_df: 2 -> 1	2.3	{"min_df": 1, "max_df": 250, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 30, "max_verse_freq": 100, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": false, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
161	2026-03-29T11:55:16.327280	81.2909	81.5105	False	max_verse_freq: 100 -> 125	2.6	{"min_df": 2, "max_df": 250, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 30, "max_verse_freq": 125, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": false, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
162	2026-03-29T11:55:18.960962	81.2909	81.5105	False	max_verse_freq: 100 -> 125	2.6	{"min_df": 2, "max_df": 250, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 30, "max_verse_freq": 125, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": false, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
163	2026-03-29T11:55:21.343462	80.4263	81.5105	False	edge_weight_method: geometric_mean -> harmonic_mean	2.4	{"min_df": 2, "max_df": 250, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 30, "max_verse_freq": 100, "edge_weight_method": "harmonic_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": false, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
164	2026-03-29T11:55:24.059194	81.0763	81.5105	False	max_edges_per_verse: 30 -> 32; max_verse_freq: 100 -> 125	2.7	{"min_df": 2, "max_df": 250, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 32, "max_verse_freq": 125, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": false, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
165	2026-03-29T11:55:25.995463	81.1141	81.5105	False	max_edges_per_verse: 30 -> 32; max_verse_freq: 100 -> 75	1.9	{"min_df": 2, "max_df": 250, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 32, "max_verse_freq": 75, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": false, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
166	2026-03-29T11:55:28.475049	81.1266	81.5105	False	max_verse_freq: 100 -> 125; max_edges_per_verse: 30 -> 28	2.5	{"min_df": 2, "max_df": 250, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 28, "max_verse_freq": 125, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": false, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
167	2026-03-29T11:55:30.802760	81.5105	81.5105	False	max_features: 80000 -> 75000	2.3	{"min_df": 2, "max_df": 250, "min_tfidf_score": 0.01, "max_features": 75000, "max_edges_per_verse": 30, "max_verse_freq": 100, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": false, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
168	2026-03-29T11:55:32.853343	81.1221	81.5105	False	max_verse_freq: 100 -> 75	2.0	{"min_df": 2, "max_df": 250, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 30, "max_verse_freq": 75, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": false, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
169	2026-03-29T11:55:34.796585	81.1136	81.5105	False	max_edges_per_verse: 30 -> 28; max_verse_freq: 100 -> 75	1.9	{"min_df": 2, "max_df": 250, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 28, "max_verse_freq": 75, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": false, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
170	2026-03-29T11:55:37.195883	80.5032	81.5105	False	max_df: 250 -> 325; edge_weight_method: geometric_mean -> harmonic_mean	2.4	{"min_df": 2, "max_df": 325, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 30, "max_verse_freq": 100, "edge_weight_method": "harmonic_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": false, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
171	2026-03-29T11:55:39.552061	81.5105	81.5105	False	ngram_max: 2 -> 1	2.4	{"min_df": 2, "max_df": 250, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 30, "max_verse_freq": 100, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": false, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 1, "norm": "l2"}
172	2026-03-29T11:55:42.049331	81.2909	81.5105	False	max_verse_freq: 100 -> 125	2.5	{"min_df": 2, "max_df": 250, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 30, "max_verse_freq": 125, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": false, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
173	2026-03-29T11:55:43.978046	81.1136	81.5105	False	max_verse_freq: 100 -> 75; max_edges_per_verse: 30 -> 28	1.9	{"min_df": 2, "max_df": 250, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 28, "max_verse_freq": 75, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": false, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
174	2026-03-29T11:55:46.333282	74.4546	81.5105	False	norm: l2 -> l1	2.4	{"min_df": 2, "max_df": 250, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 30, "max_verse_freq": 100, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": false, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l1"}
175	2026-03-29T11:55:48.821781	81.4100	81.5105	False	max_edges_per_verse: 30 -> 32	2.5	{"min_df": 2, "max_df": 250, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 32, "max_verse_freq": 100, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": false, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
176	2026-03-29T11:55:51.557944	81.1266	81.5105	False	max_verse_freq: 100 -> 125; max_edges_per_verse: 30 -> 28	2.7	{"min_df": 2, "max_df": 250, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 28, "max_verse_freq": 125, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": false, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
177	2026-03-29T11:55:53.982432	76.4968	81.5105	False	sublinear_tf: True -> False; min_df: 2 -> 1; min_token_length: 2 -> 2	2.4	{"min_df": 1, "max_df": 250, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 30, "max_verse_freq": 100, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": false, "sublinear_tf": false, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
178	2026-03-29T11:55:56.300226	80.7170	81.5105	False	min_token_length: 2 -> 4	2.3	{"min_df": 2, "max_df": 250, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 30, "max_verse_freq": 100, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 4, "lemma_verb_first": false, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
179	2026-03-29T11:55:58.692577	81.4100	81.5105	False	max_edges_per_verse: 30 -> 32	2.4	{"min_df": 2, "max_df": 250, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 32, "max_verse_freq": 100, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": false, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
180	2026-03-29T11:56:01.082559	74.4546	81.5105	False	norm: l2 -> l1; ngram_max: 2 -> 2	2.4	{"min_df": 2, "max_df": 250, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 30, "max_verse_freq": 100, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": false, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l1"}
181	2026-03-29T11:56:03.352632	80.4142	81.5105	False	min_tfidf_score: 0.01 -> 0.0197	2.3	{"min_df": 2, "max_df": 250, "min_tfidf_score": 0.0197, "max_features": 80000, "max_edges_per_verse": 30, "max_verse_freq": 100, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": false, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
182	2026-03-29T11:56:05.644745	81.4100	81.5105	False	max_edges_per_verse: 30 -> 32	2.3	{"min_df": 2, "max_df": 250, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 32, "max_verse_freq": 100, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": false, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
183	2026-03-29T11:56:08.480912	78.9934	81.5105	False	max_verse_freq: 100 -> 175; max_df: 250 -> 225; edge_weight_method: geometric_mean -> harmonic_mean	2.8	{"min_df": 2, "max_df": 225, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 30, "max_verse_freq": 175, "edge_weight_method": "harmonic_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": false, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
184	2026-03-29T11:56:10.681940	81.3718	81.5105	False	max_edges_per_verse: 30 -> 28	2.2	{"min_df": 2, "max_df": 250, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 28, "max_verse_freq": 100, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": false, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
185	2026-03-29T11:56:12.839639	78.1675	81.5105	False	min_token_length: 2 -> 4; sublinear_tf: True -> False	2.2	{"min_df": 2, "max_df": 250, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 30, "max_verse_freq": 100, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 4, "lemma_verb_first": false, "sublinear_tf": false, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
186	2026-03-29T11:56:15.149584	74.4546	81.5105	False	norm: l2 -> l1	2.3	{"min_df": 2, "max_df": 250, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 30, "max_verse_freq": 100, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": false, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l1"}
187	2026-03-29T11:56:16.836533	80.6921	81.5105	False	max_verse_freq: 100 -> 50	1.7	{"min_df": 2, "max_df": 250, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 30, "max_verse_freq": 50, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": false, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
188	2026-03-29T11:56:19.172582	77.6813	81.5105	False	lemma_verb_first: False -> True; max_df: 250 -> 175; ngram_max: 2 -> 1	2.3	{"min_df": 2, "max_df": 175, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 30, "max_verse_freq": 100, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 1, "norm": "l2"}
189	2026-03-29T11:56:22.008157	81.0118	81.5105	False	min_tfidf_score: 0.01 -> 0.01; max_verse_freq: 100 -> 150	2.8	{"min_df": 2, "max_df": 250, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 30, "max_verse_freq": 150, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": false, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
190	2026-03-29T11:56:23.800041	76.9222	81.5105	False	edge_weight_method: geometric_mean -> harmonic_mean; min_df: 2 -> 1; max_verse_freq: 100 -> 50	1.8	{"min_df": 1, "max_df": 250, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 30, "max_verse_freq": 50, "edge_weight_method": "harmonic_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": false, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
191	2026-03-29T11:56:26.496927	81.2909	81.5105	False	max_verse_freq: 100 -> 125	2.7	{"min_df": 2, "max_df": 250, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 30, "max_verse_freq": 125, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": false, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
